comment_text,toxic
"""talk) 

 Supersaurus reference  

Do you by any chance have a pdf copy of the reference you added to the Supersaurus page?

Curtice, B.; and Stadtman, K. (2002). """"The demise of Dystylosaurus edwini and a revision of Supersaurus vivianae"""", in McCord, R.D.; and Boaz, D. (eds.):  Western Association of Vertebrate Paleontologists and Southwest Paleontological Symposium - Proceedings 2001, Mesa Southwest Museum Bulletin, 33-40. 

Its one I've not read before. Cheers,   

 Micro 

No prob, just caught that during random patrolling ) It's a cool paper in case you don't have it, freely available pdf through link.   

 Zen Award 

  Zen Garden Award for Infinite Patience for all the patience required in getting a huge article like Allosaurus all spruced up good 'n' nice for FA status cheers,   (talk · contribs) 

Re Talk:Dinosaur """"Another error""""
I'd respond to your query instantly except that I'm not going to make life easier for those (not you) who have twice reverted my edits to Dinosaur - if it were not for the reverts I'd have quietly corrected the item. But I've noticed your much more friendly and co-operative tone in our few discussions and the many well-earned congratulations in your Talk page, and I'll be very happy to co-operate with you on any other article if it is appropriate.   

Re Physiology of dinosaurs I'd be happy to contribute. I think I already suggested that the warmblooded/coldblooded debate should be a separate article - in fact Physiology of dinosaurs started life as """"Warmbloodedness of dinosaurs"""" and I was fairly happy that it was coherent and well-structured after my last edit under that title (although of course there was room for improvements). Physiology of dinosaurs looks the kind of article that will spawn further """"more details"""" articles as we find more material.

Re your suggestion of a """"Dinosaur behavior"""" article, I agree the relevant section of Dinosaur is getting too long. But I suspect (totally off the top of my head) that there's too much variation for one article when you consider differences in: time (150M years); size; lifestyle (predator / scavenger / browser / grazer); environment; and specific clades (although clade may not be a helpful grouping, look at lions and tigers). My inclination (off the top again) would be to handle this aspect bottom up, e.g. """"behaviour of dromaesosaurs"""", """"behaviour of large tyrannosaurids"""", """"behaviour of Jurassic sauropods"""", """"behaviour of large late Cretaceous ceratopsians"""" (bound to be different from that of smaller, earlier ones because the big, late ones had horns). Even working out how to structure a set of articles on this topic probably needs input from people with knowledge of specific groups / periods. But I'm game for it, as I think structuring a large set of related articles is a current weakness in Wikipedia (I'm involved in an attempt to remedy that in 1 subject area, History of IBM mainframe operating systems, see the Talk page). 

Re the conflicts, see User talk:Philcha#Dinosaur (period concerned is Jan - Mar 2007) and Talk:Dinosaur#Corrections_urgently_needed (21 Nov 2007). That's twice I've corrected errors in the article and had my edits reverted. In the earlier instance I pointed out the errors on Talk:Dinosaur and other defects and balance issues in Oct 2007 and nothing happened for 3 months. So I edited in Jan 2007 and my edit was reverted almost instantly. My current impression is that a certain clique thinks it owns that article and would rather revert edits not controlled by them than see the article improved by someone who's not a member of the clique and / or who (in the earlier instance) interprets Wikipedia guidelines differently from them. The more I look round Wikipedia the more places I can see where I can contribute, so I don't have time play games with such people.  ([[",0
"You don't own wikipedia 

You are ignoring others' edits and enforcing your own views here. As can be seen on your talk page, many people are unhappy with your revisions. I have told you repeatedly that Bob Lynch created that article and that article should be deleted, as it is against wikipedia's policy. You should be blocked from editing any articles here and your account should be deleted. I am reverting back my edits and i am putting Bob Lynch's image on the page. If you try to get me blocked, i will just create another account and deal with you. You are a bully and your ways will not be tolerated on wikipedia",0
"Notable alumni ==

This section badly needs cleaning up. I am happy so to do but I should like to seek support, here, first. A prerequisite is that attendance at the school should be reliably sourced - no source must mean no inclusion. The second prerequisite is notability. A page is not needed to demonstrate notability but it helps! Looking at the red-links some have no claims to notability and for some the claims can be simply tested. Take Mike Pointing for example. If he has played in a competitive match for Harlequins first team then he meets WP:Athlete. If he has just played for their academy then he doesn't. If Michael Latham is an influential film-maker why doesn't he have a page? My view is that if an editor thinks that an alumnus is notable and feels strongly that they should be included in this list then write a stub! It is always quicker to write a stub than have a long debate trying to establish their notability separately.

To deal with this situation efficiently I am proposing that red-linked or unsourced people should be moved here. This preserves the information that we have about them and they can then be moved back to the article as sources are found or notability is demonstrated. Views, please.   

I'm with you, TerriersFan. Move the redlinks here or give a diff to the deletion; they can be added back when the burden of proof is met.   

I too agree with your suggestion. Thanks for taking this on.   

==",0
"""

 November 2015 

 Hello, Callmemirela! It is nice to meet you. Your help in improving the page for Criminal Minds (season 11), specifically the episode section, is much appreciated!I'm glad you kept me on my toes about putting the episode summary in my own words, so as not to violate any copyright laws; for that I'm quite grateful to you. Criminal Minds is, by far, my favorite show and I love to help keep fellow fans informed.

However, in my entire time editing Criminal Minds pages - which has been a little while; while I am fairly new to Wikipedia, this account was created with the (2) at the end because my previous account of the same name was inaccessible because I forgot my password lol - I have not once, by any editor, been asked/required to provide refernces for the production codes. Title, writer, director, and air date absolutely require references! But the production code is usually confirmed in one of the references whether it be title, writer, director, air date or any combination therein, added to the fact that the air dates can help determine the order in which the episodes will air, they are almost always confirmed.

Although, I have come to understand there can be an exception in which the production codes can serve quite useful! This is when episodes air out of order, an example of which would be in Season 10, 1006, """"Boxed In"""", was aired before 1005, """"If the Shoe Fits"""", because """"Boxed In"""" was the Halloween episode and it was scheduled to air on 11/05 whereas """"If the Shoe Fits"""" was scheduled to air on 10/29; to resolve this, they merely switched their air dates, however, the production codes remained the same, therefore letting people know that they were aired out of order to accommodate Halloween. In that case, I believe it was briefly required to include references with the production codes. That, however, was the only time I've ever been required to provide a reference for a production code.

I've posted references for all of the upcoming production codes to satisfy your need for me to do so and prove to you that I would not post those codes without knowing that their validity can eventually be found through other references. In conclusion, I absolutely agree with you that I needed to avoid violating copyright by denoting the summaries in a vernacular (lexicon; vocabulary; my own words) more unique to me, basically, to make them be more so in my own words, but I don't agree that the production codes need referencing. You are the first person who has ever asked me to do so. I do want you to know, though, that I always use reliable references for my episode title, writer, director and/or air date contributions, and that I take copyright violation (avoiding it!) very seriously!

I really appreciate your willingness to help make the page as accurate as possible; that is my objective as well. I just don't think that it is necessary to reference the production codes, since all episodes have aired in order, thus far, and we (the fans) have been given no reason to believe they won't continue to do so. When it is required due to scheduling changes, I'd be happy to post it. I hope we can resolve this minor misunderstanding. Happy editing!
Bef3481(2)   """,0
"Thank you. Let's get this page off. It seems to have been the target of interest for people with no stake in its content. Now they can move on to objects of more legitimate concern and leave me alone. I do not know why everyone insisted on editing a page which is about me, but I guess I should be flattered. I hope they are happy to find someone else to harrass.",0
Just because it will make people happy doesn't mean it is the right thing to do.  I think people are being rather sensationalistic about his death.,0
"""
Hi, thank you for taking the matter seriously, your efforts are much appreciated. While the sources don't actually say they're the children of David Cross, I'm happy to assume good faith on the matter, though it'd be nice if there was a source somewhere that said he did have 3 children, I'll have a look see if I can dig anything up. Better not go into any more detail, though, or it'll read like one of those """"what my family did this year"""" circulars that people send round at Christmas -) cheers,   """,0
"""

The problem with titling a geographic article based on """"who should control the area"""" rather than """"who does control the area"""" is that it leads to endless arguments over who has the better claim.  Using """"who does control the area"""" makes people unhappy, but at least it's easy to determine.

As a case in point: the city of Jerusalem.  Who """"should"""" control and name it?  The current Israeli nation?  The Palestinians?  The British?  they conquered it in 1917.  Or should it be Turkey, the successor to the Ottoman Empire, who controlled it prior to that?  Egypt, who controlled it in the 13th century?  Germany? Fredrick II held it during the Crusades.  The Vatican, as spiritual successor to the Crusaders?  Italy, as successors to Rome?  Any surviving descendants of the Jebusites, who the Israelites displaced in antiquity?

Far too much of the globe is claimed by multiple groups for """"what it should be called"""" to work as a naming policy.   19:26, 24 Mar 2005 (UTC)""",0
"""
Well, thank you very much for the note and for the block! I mean it. 
I am very,very happy with this block. I could not forgive myself for giving in to bullying. Now, when I am really blocked for fighting bullying maybe I will be able to forgive myself, and it is very important for me.
I'd also like to thank you because it is one of the most complete responses I've got from arbcom. 
This block is also one of the most unusual blocks that I hope will be written with golden letters in the history of wikipedia. Why? Well, because I was blocked on English wikipedia for """"harassing"""" Gwen Gale on meta. Before today my last contribution to English wikipedia was made to my talk more than a month ago. 
Am I blocked because Gwen Gale is """"a protected admin""""?    
I'd like to ask you two questions please:
 In accordance with this policy how exactly  I """"harassed"""" Gwen Gale? I am asking because in my request for comments I supported each and every statement I made with the differences.
You said """"I have reblocked your account with the usual flags enabled."""" Does this mean that the reblock was your own decision or it was decided by arbcom, and, if it was decided by arbcom, could you please fix the message?  """,0
"This sculpture is by a living artist whose work is noted as copyrighted.  This would seem to preclude ever taking a photograph that would satisfy wikipedia's guidelines, though if someone corrects me on this point, I'm happy to upload one.",0
""":Could you tell me what page you are referring to? I usually don't mark pages as speedy as sure, so can you point out to me which one? If it was the japanese/chinese magazine article, from what I could see it didn't meet the notability criteria, and it was also a lot of non-english which is also against policy (I believe).  

It's a weekly magazine that's been published for years, and that certainly makes it notable. I'm still hunting fown the date of first publication, but I know it's been published for at least 10 years (as it was had been being published for at least a year before I moved to Japan back in 1998). At one issue a week for ten years, that's well over 500 issues. Anf where is this """"non-english"""" on the page? Anything that wasn't English was either romanized or linked to an explanation, and that's perfectly acceptable according to WP:MOS-JA. In the future, if you aren't sure about an article, please be a little less trigger-happy and perhaps ask someone about it before marking it CSD. Thanks. ···? · Talk to Nihonjoe 

""",0
"Underground Culture
Hey man, got your message. I'm happy to help out with the various articles (Free parties - Teknival - etc) but willing to leave the bulk of it to others as I'm not as into the scene as I used to be and certain stuff may have changed. Tell me any idea's of what you want to be doing with any articles and I'll let you know how much my knowledge can assist.",0
"Hello, Andrey. Admire your contribution to EnWiki. Thank you for the invitation. I added these items to my watchlist and Russian Gems as well. I mostly work on Russian Wiki because I feel it needs more attention, and my edits in the English Wiki are mostly confined to my area of expertise, which is rather narrow (biology/natural history, history of biology/natural history). However, I would be happy to help on the Russian matters too when occasion arises.",0
"Thanks.  It took a surprising amount of work, and I would have loved to include more, but am quite happy with the result, and appreciate your feedback.",0
"""

You're right that """"King of Salt"""" would need a reference. The same is done for marketers of the wolfberry, who claim that it was called """"happy berry"""" in Chinese; no source has ever been found for that. Regarding the Himalayas, the article Himalayas does state that the system includes mountain ranges in other nearby countries, including Pakistan.   """,0
"""

(1) allow me to start with this one: """"Even at the time, The Zionist leadership denounced the massacre."""" - Israel has a history of first saying sorry and later making a full investigation - to add to this, at the time, there was no real intention at letting the arabs think that jews are cute and nice people - to remind you, jerusalem was under seige and convoys were being shot at repeatedly. both sides were involved in spreading that 250+ died. this does not negate the current general belief to the event which is very controvercial.
(2) there's allways been israeli counter opinions - that's what's so great in democracy - however, they do not constitude """"the israelis"""" the same way that people like """"walid shoebat"""" does not constitude """"the palestinians"""" - if it's a matter of semantics, than i suggest we say """"the villager palestinians"""" and """"the etzel and some isareli historions"""" or something close... personally, i preffer my previous phrasing.
(3) i'd be happy to hear who are these many israelis - prefferably with serious links their conducted research method and accounts of the battle - to validate that they are not groups with mainly arab-israeli supporters.  """,0
"hi 

point noted AliveFreeHappy",0
"In response to the message you left on my page, it is not my fault that Professor Gubby just happens to have the exact same life history as this 'Eric Thomas' who, by the way, I have never heard of before.  Also, calling peoples names 'silly nicknames' is simply ignorant; there are some names from various other cultures around the world that SOME narrow -minded people may dismiss as 'silly', but just because they sound unusual to you, it makes them no less important. I have also scanned through your discussion page, and it seems I'm not the only person annoyed by your 'trigger-happy' editing skills.  I thought wikipedia was a free encyclopedia that ANYONE can edit?  So-called 'grammar-nazis' like yourself have no place anywhere free speech is allowed.  If my page is not undeleted soon, I will consider further action...",0
"""

Your question reveals so much about you, Fat, and let me warn you not to warn me again or you will not like the consequences.  By no means do I consider the killing of the Indians any more or less important than any other killings.  The only thing I notice is that the article appears to have two separate references to the event of the Indians' killing, which made me believe it actually happened.  But I would also be happy to see any other killings highlighted.  The main problem is that it appears some people here, who will remain nameless (Fat), seem to be trying to bury the unpleasant details.    

 """"there's nothing particularly unique about the incident concerning Luis and Salvador"""" 

Malleus Fatuorum said, """"there's nothing particularly unique about the incident concerning Luis and Salvador"""".  I happen to agree with MF, and would like to support his argument that many people have been shot and eaten throughout history.  Here are some examples I could think of off the top of my head: """"Night of the Living Dead"""" and """"28 Days Later"""".  I couldn't think of any others, but I am sure MF can provide some more.   """,0
Happy Editing! J Klein  my talk my contributions,0
Haha! Fair enough guys! Please let me know how it should be cut down and I'd be happy to do it otherwise you guys can. Cheers!,0
"""

WikiProject Red Hot Chili Peppers January 2008 Newsletter
 The Red Hot Chili Peppers WikiProject Newsletter Volume 2, no. 1 — January 2008 """"I remember I was taking a piss at a party once in this multi-urinal stall bathroom, and this guy was pissing next to me and he looks over at me pissing and starts singing 'Under the Bridge' in some twisted key and I though 'Okay. We've definitely made it now; a drunken guy is singing out of key one of our songs next to me in the urinal."""" - Anthony Kiedis News and Announcements
Welcome to the WikiProject Red Hot Chili Peppers' third Newsletter, dated Tuesday, January 1, 2008; happy new year! 
Red Hot Chili Peppers discography was promoted to Featured List status.One Hot Minute was promoted to Good and Featured Article status.
Flea (musician) and Niandra Lades and Usually Just a T-Shirt'' were promoted to Good Article status  New members
Since our last newsletter was sent in October, several new contributors have joined the project:
, ,  and .
 Editors
 TC
 You are receiving this newsletter because you have signed up for WikiProject Red Hot Chili Peppers. If you wish to stop receiving this newsletter, or want to receive it in a different form, please contact the publishers. This newsletter was delivered by the automated (talk)  .""",0
"""
{| style=""""background-color: #F5FFFA; padding: 0;"""" cellpadding=""""0""""
|-
| style=""""border: 1px solid #084080; background-color: #F5FFFA; vertical-align: top; color: #000;""""|
 Hello, Chinakathysong0425, and Welcome to Wikipedia! Thank you for your contributions to this free encyclopedia. If you decide that you need help, check out Getting Help below, ask me on my talk page, or place  on your talk page and ask your question there. Please remember to sign your name on talk pages by using four tildes (~~~~) or by clicking  if shown; this will automatically produce your username and the date. Also, please do your best to always fill in the edit summary field with your edits. Below are some useful links to facilitate your involvement. Happy editing! 

{| width=""""100%"""" style=""""background-color:#F5FFFA;""""
|style=""""width: 55%; border:1px solid #FFFFFF; background-color:#F5FFFA; vertical-align:top""""|
 Getting started A tutorial • Our five pillars • Getting mentored
 How to: Edit a page • Upload and use images • Create your first article 
Intuitive guide to Wikipedia • Article Creation Wizard Getting help Frequently asked questions • Tips
 Where to ask questions or make comments
 Request administrator attention
 Help desk: A Wiki Styled page to ask questions on
 Help directory: A comprehensive list-style help contents page Policies and guidelines Neutral point of view • No original research 
 Verifiability • Reliable sources • Citing sources
 What Wikipedia is not • Biographies of living persons

 List of policies • Three-revert rule • Sock puppetry
 Copyrights • Policy for non-free content • Image use policy
 External links • Spam • Vandalism • List of guidelines
 Deletion policy • Conflict of interest • Notability
|class=""""MainPageBG"""" style=""""width: 55%; border:1px solid #FFFFFF; background-color:#F5FFFA; vertical-align:top""""|
{| width=""""100%"""" cellpadding=""""0"""" cellspacing=""""5"""" style=""""vertical-align:top; background-color:#F5FFFA""""
!",0
"Thank you for your understanding. To help get you started, here's our standard welcome message. Happy editing!  

Welcome!

Hello, , and welcome to Wikipedia! Thank you for your contributions. I hope you like the place and decide to stay. Here are a few good links for newcomers:
The five pillars of Wikipedia
How to edit a page
Help pages
Tutorial
How to write a great article
Manual of Style
I hope you enjoy editing here and being a Wikipedian! Please sign your name on talk pages using four tildes (~~~~); this will automatically produce your name and the date. If you need help, check out Wikipedia:Questions, ask me on my talk page, or place {{helpme}} on your talk page and someone will show up shortly to answer your questions. Again, welcome!",0
"guys, who cares?! Get a life, it's just an article on the internet thats banter for everyone looking at it. You'd be making a tonne of people happy if you just left it. I'm not really bothered about deleting the notices, vandalism my arse you're vandalising it by trying to remove it",0
"""

You didnt sign so I do not know who you are, maybe you are a mormon in chief under disguise, I do not accept unsign and undated messages on this page.
You are warned.
You have, you and different mormons users, vandalise the talk page as a group in order to eliminate contributions of non mormons who disturbed you and I found this unacceptable and against all wikis essentials rules.
I will therefor not bow under you threats and insist for the intervention of a non mormon administrator who isnt a personal friend as well.
There is clear discriminatorics actions who have to stop and being alone against 10, it is difficult but not all impossible.
I simply cant accept that a group of religious extremists insist on imposing their views on different talkpage at the cost of wikipedias rule of equality and neutrality and at the cost of real information as well.
 I am not hiding as you are all doing so at the moment nor lying and pretending something else.
I do reply to those attacks, but I have the dignity to leave place for the other users, and to dont revert their texts and to in fact reinsert their answers and questions with mine who were deleeted with theirs.
The excuse of archiving is very thin seen in the light of the real purpose, and rearrching in less than 24 hours, after only 4 posts, is unacceptable and to spit at wikipedias face.
Do you think that all wikipedians are idiots and cannot see what you are trying to do?
I was called a troll, a lyer many times, insulted, and anyway terminated my contributions and answers to this with: """"kind regards"""", that was until the joke went too far, and the insults too loud, and the circus was too obvious that I used a more direct language, but it was not before you started those mass reverting actions disguise as archiving that I really went angry and asked for proper explainations.
Which you answer to by reverting even more.
I dont accept this.
You have no rights to do so and your insistency at grabing at wikis morality and set of rules to cover up for your diffamations is both hysterical and an hypocrisie who do not fool anybody.
i can see that you have all a long time training at doing so as you exchan´ge each time who is going to bear the hat...this way each person remain innocent as the guilt is dispearsed among as many as possible.
Very smart, but not less dishonnest nor more invisible.
Try pronoïa instead of being all trying to found something wrong about me and come back to my first text to wich you never answered and most certainly never read to understand it. You read it to critisized it.
Here is the result of your crusade.
Are you happy with it?
I hope so, 'cause I dont found it satisfying at all.

Sophie
 

""",0
"I went ahead and carried out the edit myself. Thank you for letting me know. Please do provide an edit summary next time. Thank you again, and happy editing! 69.155.128.40",0
"""

Fear has nothing to do with it.  Your """"sources"""" are poorly-researched and biased themselves; Arbcom actually stated in relation to a case that FreemasonryWatch was too fantastical.  Yet you have your links listed as if they are completely true.  Like most critics of Freemasonry, you have a bad habit of taking things out of context.  However, if a Mason tells you you're wrong, it's """"Masonic bias"""", and apparently because we don't want you to reveal some deep, dark secret.  I know perfectrly well that people love conspiracy theories, so there's that to consider, but my main concern is that it appears to be that you are attempting to wage some sort of personal crusade.  Otherwise you wouldn't feel the need to publicize said material on your userpage.  The sources you have were discussed at length, and were shown to be inaccurate by objective evidence rather than personal opinion.  There is a difference.

Now, let's look at it this way: not being a Roman Catholic, if I were to turn around and say that """"Roman Catholics are pagans"""" because I could find instances where it was stated or claimed that Roman Catholics worship idols (largely by picking and choosing my quotes out of context as I saw fit), and tried to put it in an article, do you think it would be """"fear"""" on your part that would make you remove that information, or rather the simple fact that as a Roman Catholic, you know better and are aware that the statement is false?   Or would that be """"Roman Catholic bias""""? 

As for accuracy of sources, so-called """"Masonic sources"""" as fed through Ephesians, FMW, and other sites are inaccurate from a fundamental verifiability standpoint.  I would be more than happy to discuss all these various materials so you can see what they really say, but I just don't think they're user page appropriate.  """,0
"""

 Drmies, the Irresponsible Hacksaw Deletionist, and the screenshot he doesn't want you to see 

The following was selectively deleted by Drmies

 

 

Are you fing kidding me? There are 30+ reliable sources listed in the pre-vandalism history of the page. This debate in this talk page has no importance and will not receive justice. I am making my objections public for the sake of posterity alone. If you want to see the sources:

 Go look at the history of the page pre-vandalism.
 Go look at the history of the talk page pre-vandalism.TAB
 Go look at the previous AfD discussion where 30+ sources are extensively discussed and analyzed, and consensus found that they were reliable according to the wikipedia definition of """"reliable"""" which you have not familiarized yourself with. 
TAB
This debate has already been done and it's very visible in the history of the page and the previous AfDs; the history which has not been consulted by the current deleters attacking this page. Without an """"admin in my pocket"""" my claims fall on deaf ears; I understand this all too well. If you or your allies were interested in due process, you would examine the history instead of asking that all that labour be repeated. Your kind will always demand that others do all the work even when it has been done in exhaustive detail. When you've read this entire page: https://en.wikipedia.org/wiki/Wikipedia:Articles_for_deletion/The_Law_of_One then you may speak without embarassing yourself. Anyone who has not read that entire page and understood the poles of the debate speaks from ignorance and exposes themselves as lazy deleters happy to erase hours and hours of work without a care. Shame on all of you for your intellectual laziness, dishonesty, and irresponsible deleter reflexes.   

 Screenshot of the Sources Pre-Vandalism 

  — Preceding unsigned comment added by  (talk • contribs)  """,0
"Thank you for your message 

Thank you for your kind words.  I'm happy that today finds you in such fine spirits.  Cheers!",0
"""

 Enjoy the bubble tea!  

-load |  has given you a bubble tea! Bubble teas promote WikiLove and hopefully this one has made your day better. Spread the WikiLove by giving someone else a bubble tea, whether it be someone you have had disagreements with in the past or a good friend. Happy drinking!   

Spread the bubbliness of bubble teas by adding  to someone's talk page with a friendly message!""",0
"Great! I'm greatly excited that you are greatly happy for the great job I'm gonna do!! I can't wait to get to Jesse's article and will begin doing so just as soon as my edits to the Rove article quit getting reverted. Currently I'm all tied up here fighting off partisans who insist on smearing Rove with unsubstantiated and unsupported attacks. Won't you join me in my efforts to keep this Rove piece free from POV so I can be liberated to work on Jackson's article? By your own admission, in helping me keep the Rove article free of smears, you'll be part of the process of creating a great impartial Wikipedia!",0
"""
{| width=""""100%"""" style=""""background:transparent""""
{| width=""""100%"""" style=""""background-color:#""""
|style=""""width: 50%; border:1px solid #; background-color:#; vertical-align:top""""|
 Hello 71.205.123.230, and Welcome to Wikipedia!
Please remember to sign your name on talk pages by clicking  or using four tildes (~~~~); this will automatically produce your username and the date. Also, please do your best to always fill in the edit summary field. Below are some useful links to facilitate your involvement.
Happy editing!  
{| width=""""100%"""" style=""""background-color:#""""
|style=""""width: 50%; border:0; background-color:#; vertical-align:top""""|
 Getting started Introduction
 The five pillars of Wikipedia
 How to edit a page Finding your way around Table of contents
 Department directory Editing articles How to develop an article
 Manual of Style
|style=""""width: 50%; border:0; background-color:#; vertical-align:top""""|
{| width=""""100%"""" cellpadding=""""2"""" style=""""vertical-align:top; background-color:#""""
! Getting help
|-
|style=""""color:#000""""|
 Frequently asked questions
 Cheatsheet
 Where to ask a question
 Help pages
 New contributors' help page
|-
!",0
"Template:uw-huggle4 >   

A day and a half on the naughty step to think about what you did. ➨ REDVERS is so happy in malice",0
"thanks 

thank you dear Odysseus for your explaning and help. i just have sent a message to dr.Izady, he did agree the non commercial using of the maps in WP, and we will do that soon.

happy new year",0
"Assumptions again huh, my admin friend? It shouldn't be this easy to accuse people of cheating - well, who am I talking to? Just for completeness, I don't know this person, and I haven't looked at or edited anything in wikipedia since you have threatened me. And be happy, you will never see me again, so you can keep wikipedia free from any fact you don't like.",0
"Stop plastering your face all over wiki and... 

hire professional editors.

We like and appreciate that you have grown from a porn editor to a worldwide phenomenon, you have to be commended for that. You are -with no sense of irony- a pioneer. But you have to hire prof. editors because the people you have here have vested interests. Do that and I ll be more than happy to support you. BOL Jimmy I hope you can take the right decision. 

82.21.25.194",0
"""About Claim of POV and grammar errors for this article==

To: speedoflight

Your claim of POV and grammar error are not clear and not helpful. For instance, I cannot see what's wrong with the sentence: """"As a versatile actor, Cheung also acted in many comedies."""" With all the different types of roles and movies he acted, it is proper to call him a versatile actor. In addition, all the movies talked in the same paragraph are comedies. As the names of movies are already given, people can easily check out by either checking the movie itself or going to imdb or any other movie related website. Neither is there any grammar error in this short sentence. Without this sentence, the whole paragraph became confusing and ridiculous. In addition, I keep telling you that Cheung's niece never explicitly said in his funeral that Cheung was suffered from depression. This can be verified by the video record of his funeral published by Cheung's family. However, you stick on introducing this mistake again and again. In addition, Ouyang Feng's job in the movie Ashes of Time is killer agent instead of assassin, this is easy to verify as the movie's name is given in the article. I don't know why you change it to the wrong one. You also remove the movie link of Happy together. I can't see any of these revisions made by you have anything to do with POV or Grammar error.

As for the subtitle """"Golden Age in Film"""", it is just to address the blooming period of Cheung's Film career. Changing to """"Height in career"""" did not show anything about Film. If you want to change it to something else, at least you should not ruin the meaning. I can see that you are very anti-Chinese media. However, You should not bring personal feeling in editing. I can understand and am tolerant with Chinese media doesn't mean I would trust them. In fact, I am trying to dig out references not just from news media, but also books and original interviews, which make the job time consuming.

Again, it's no problem and you are definitely welcome to do editing. However, you need to be careful not introduce new mistakes in the article. In addition, please explain you point clear for others to understand and check outAugest 

I keep telling you to be patient as I am still in my process to finger out a better way to put references and resources staff. However, you keep removing things in all kinds of excuses, introducing tons of mistakes, and making the article ambiguous. If you want to put whatever references you want, go ahead and do it. Or if anything you consider as needed a reference, EXPLICITLY POINTED OUT. Don't just rudely remove things with ridiculous reasons. Not """"EVERY"""" piece of sentence needs a reference, otherwise ALL articles in wiki should be removed. I spent THREE months to verify the information, correct errors and finish the current article. To dig out all the original resources may need another 3 months. I also need break during the Christmas season. Please be patient!!! Augest 

Please don't remove background or useful information when you do """"gramma"""" corrections. Augest 

I think it's better to put Chinese version of Cheung's suicide note in his Chinese version wiki page to reduce redundancy. However, I don't have time to do it yet.

As for the references, I am still trying to think a better way to include them, as there are too much about him, please be patient. Thank you for the suggestions though! Augest 

==""",0
"""

 Dropping out 

I'm Dropping out of the Virtual Classroom because Adminship is no big deal, and I haven't realized that until now. Besides, I'm happy playing whack-a-vandal, and no matter how much time I spend in the school library, I doubt I will ever write a good article. I'm sorry, Sensei.   Talk  Let's go Lightning! """,0
"BC Soccer hooligans 

I just want you to know Soccer Hooligans is important and relevant and that you have upset a whole bunch of people, including me because I worked hard on that.  But at least now you are happy and wikipedia is a better site.",0
"I see you like bullshit 

Fine, have your bullshit.",1
""":I asked you to ensure you were accurate because if you were wrong WP:SPADE I would accurately call you a liar. User:BullRangifer made a comment that my alleged """"use of unreliable sources ... doesn't exactly help your credibility."""" However this statement was not true at all and has no basis in reality.  It was fabricated simply to damage my credibility.  He says this despite the fact that I had not used any unreliable sources on the page. His poorly thought out and executed statement affects his own credibility rather than mine. When asked for clarification of his accusation, he produces four links. Of the four, two were posted after his offensive comment was made. Therefore, I assume he was taking about the first two links that I had already provided when he said it.  The first two links (both of them) were from of newspaper articles from the Washington Post . Yes both of them!  This person has says that particular source is not reliable and that he can produce MORE reliable sources! that damages HIS credibility -not mine.  I'm calling bullshit on everything he said.  For the reasons above I am calling User:BullRangifer a liar.

 chimes in with his two cents supporting the same contention as the the last discredited guy.  He got his lame comment in before I posted the second two links. Those links were for the Associated Press and Government of Canada (but lots of other reliable places have this stuff).  He didn't back up his statement by responding with the source that he was referring to and lost credibility too. For this reason,  is also a Liar.  That's not all. This person must be the brains of this operation. Right here on this page  puts forth the argument that """"And none of this shows that there is no chemtrails conspiracy theory.""""  I think his credibility was lacking prior to his comment about me.  It's pretty obvious that logical thinking is lacking here too.  Previously I've called his position the """"dumbest possible argument for anything (ever).""""  

""",0
"wikipedian policy

I see now how Wikipedia is. If someone breaks the rules its ok as long as they kiss ass. This is bullshit. He started this stupid shit and was persistent until he got me banned. This is so fucking gay all Ive done is try to help Wikipedia but thanks to this stupid shit Im banned. WTF? See I refuse to kiss ass because nobody on here is better than me. As a matter of fact Im better than everyone else on here.",1
"Idiot

Blanche Barrow was not hit in the face with glass at Dexfield Park. Where did you get this bullshit?",1
"Well well well 
You've just done the most stupid thing saying we have always been enemies. Now that proves you've been doing these edits just to try and piss me off. You can make up bullshit stories but I know the truth. So basically what I'm trying to say is fuck you. Hell I don't mind getting banned for saying that I'm leaving this account and won't be back wasting my time with an idiot like you on here, hating people for no reason. It's a shame people like you give wikipedia a bad name. And I won't be making up bullshit stories like you did saying you had left while you were under an IP the whole time. Thanks",1
"MY PAGE 3234434aAa 

Your just a mean OLD BULLSHITTING fart...as you would put it",1
"Amazingly, your sarcastic bullshit and superior attitude have inspired me to stop contributing to Wikipedia entirely.  I've already deleted all the source code for the patch I'd been developing for the project (yes, I'm a developer) and I hope you feel all good about yourself with your smug attitude.  Douche.  All the admins here (with a few exceptions) should be strung up and ridiculed by people who actually have a life.",1
"So some admin comes along with his own agenda, wrongfully declines my speedy request, so then I can't have an article I wrote deleted? What bullshit. -",1
"You know what, this is bullshit.  Tried to do it twice, but now I'm really done with this place.  Most of the users are just sheep and the inmates are running the asylum.  Even worse, you are guilty until proven innocent.  Not a democracy, not cooperation.  Not the place for me.  I have a life, I know I'm a damn good writer and I'll find a place where my abilities and hard work is appreciated.  Screw Wikipedia, goodbye forever.",1
